"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
74,"1","2025-01-24T18:57:47.893224Z",11,"[{""start"":0,""end"":7,""text"":""साथियों"",""labels"":[""NOUN""]},{""start"":7,""end"":8,""text"":"","",""labels"":[""X""]},{""start"":9,""end"":24,""text"":""New World Order"",""labels"":[""PROPN""]},{""start"":25,""end"":28,""text"":""में"",""labels"":[""ADP""]},{""start"":29,""end"":33,""text"":""भारत"",""labels"":[""NOUN""]},{""start"":34,""end"":36,""text"":""की"",""labels"":[""ADP""]},{""start"":37,""end"":56,""text"":""Geo-Strategic Reach"",""labels"":[""NOUN""]},{""start"":57,""end"":63,""text"":""बढ़ाने"",""labels"":[""VERB""]},{""start"":64,""end"":67,""text"":""में"",""labels"":[""ADP""]},{""start"":68,""end"":72,""text"":""आपका"",""labels"":[""PRON""]},{""start"":73,""end"":79,""text"":""योगदान"",""labels"":[""NOUN""]},{""start"":80,""end"":85,""text"":""बढ़ना"",""labels"":[""VERB""]},{""start"":86,""end"":92,""text"":""आवश्यक"",""labels"":[""ADJ""]},{""start"":93,""end"":95,""text"":""है"",""labels"":[""VERB""]},{""start"":95,""end"":96,""text"":""।"",""labels"":[""X""]}]",152.434,"साथियों, New World Order में भारत की Geo-Strategic Reach बढ़ाने में आपका योगदान बढ़ना आवश्यक है।","2025-01-24T18:57:47.893242Z"
75,"1","2025-01-24T19:00:12.596703Z",12,"[{""start"":0,""end"":4,""text"":""हमने"",""labels"":[""PRON""]},{""start"":5,""end"":9,""text"":""अपनी"",""labels"":[""PRON""]},{""start"":10,""end"":20,""text"":""व्‍यवस्‍था"",""labels"":[""VERB""]},{""start"":21,""end"":24,""text"":""में"",""labels"":[""ADP""]},{""start"":24,""end"":25,""text"":"","",""labels"":[""X""]},{""start"":26,""end"":28,""text"":""अब"",""labels"":[""ADV""]},{""start"":29,""end"":31,""text"":""आप"",""labels"":[""PRON""]},{""start"":32,""end"":36,""text"":""यहां"",""labels"":[""ADJ""]},{""start"":37,""end"":43,""text"":""गांवों"",""labels"":[""NOUN""]},{""start"":44,""end"":47,""text"":""में"",""labels"":[""ADP""]},{""start"":48,""end"":69,""text"":""Common Service Centre"",""labels"":[""PROPN""]},{""start"":70,""end"":74,""text"":""भारत"",""labels"":[""PROPN""]},{""start"":75,""end"":80,""text"":""सरकार"",""labels"":[""NOUN""]},{""start"":81,""end"":83,""text"":""ने"",""labels"":[""ADV""]},{""start"":84,""end"":88,""text"":""खोले"",""labels"":[""VERB""]},{""start"":89,""end"":92,""text"":""हैं"",""labels"":[""VERB""]},{""start"":92,""end"":93,""text"":""।"",""labels"":[""X""]}]",141.248,"हमने अपनी व्‍यवस्‍था में, अब आप यहां गांवों में Common Service Centre भारत सरकार ने खोले हैं।","2025-01-24T19:00:12.596721Z"
76,"1","2025-01-24T19:03:31.376814Z",13,"[{""start"":0,""end"":3,""text"":""हाल"",""labels"":[""NOUN""]},{""start"":4,""end"":7,""text"":""में"",""labels"":[""ADP""]},{""start"":8,""end"":10,""text"":""ही"",""labels"":[""ADV""]},{""start"":11,""end"":45,""text"":""Eastern Dedicated Freight Corridor"",""labels"":[""PROPN""]},{""start"":46,""end"":48,""text"":""के"",""labels"":[""ADP""]},{""start"":49,""end"":51,""text"":""एक"",""labels"":[""DET""]},{""start"":52,""end"":56,""text"":""बड़े"",""labels"":[""ADJ""]},{""start"":57,""end"":63,""text"":""हिस्से"",""labels"":[""NOUN""]},{""start"":67,""end"":75,""text"":""लोकार्पण"",""labels"":[""NOUN""]},{""start"":64,""end"":66,""text"":""का"",""labels"":[""ADP""]},{""start"":76,""end"":80,""text"":""यूपी"",""labels"":[""PROPN""]},{""start"":81,""end"":84,""text"":""में"",""labels"":[""ADP""]},{""start"":85,""end"":87,""text"":""ही"",""labels"":[""ADV""]},{""start"":88,""end"":92,""text"":""किया"",""labels"":[""VERB""]},{""start"":93,""end"":96,""text"":""गया"",""labels"":[""VERB""]},{""start"":97,""end"":99,""text"":""है"",""labels"":[""VERB""]},{""start"":99,""end"":100,""text"":""।"",""labels"":[""X""]}]",196.604,"हाल में ही Eastern Dedicated Freight Corridor के एक बड़े हिस्से का लोकार्पण यूपी में ही किया गया है।","2025-01-24T19:03:31.376828Z"
77,"1","2025-01-24T19:06:41.532976Z",14,"[{""start"":0,""end"":29,""text"":""International Solar Alliance "",""labels"":[""PROPN""]},{""start"":29,""end"":32,""text"":""में"",""labels"":[""ADP""]},{""start"":33,""end"":38,""text"":""जापान"",""labels"":[""PROPN""]},{""start"":39,""end"":41,""text"":""का"",""labels"":[""ADP""]},{""start"":42,""end"":48,""text"":""प्रवेश"",""labels"":[""VERB""]},{""start"":48,""end"":49,""text"":"","",""labels"":[""X""]},{""start"":50,""end"":55,""text"":""विश्व"",""labels"":[""NOUN""]},{""start"":56,""end"":58,""text"":""के"",""labels"":[""ADP""]},{""start"":59,""end"":62,""text"":""हित"",""labels"":[""NOUN""]},{""start"":63,""end"":66,""text"":""में"",""labels"":[""ADP""]},{""start"":67,""end"":70,""text"":""ऐसे"",""labels"":[""DET""]},{""start"":71,""end"":76,""text"":""सहयोग"",""labels"":[""NOUN""]},{""start"":83,""end"":85,""text"":""और"",""labels"":[""CONJ""]},{""start"":80,""end"":82,""text"":""एक"",""labels"":[""NUM""]},{""start"":77,""end"":79,""text"":""का"",""labels"":[""ADV""]},{""start"":86,""end"":92,""text"":""उज्जवल"",""labels"":[""ADJ""]},{""start"":93,""end"":99,""text"":""उदाहरण"",""labels"":[""NOUN""]},{""start"":100,""end"":105,""text"":""बनेगा"",""labels"":[""VERB""]},{""start"":105,""end"":106,""text"":""।"",""labels"":[""X""]}]",186.337,"International Solar Alliance में जापान का प्रवेश, विश्व के हित में ऐसे सहयोग का एक और उज्जवल उदाहरण बनेगा।","2025-01-24T19:06:41.532992Z"
78,"1","2025-01-24T19:08:59.449523Z",15,"[{""start"":0,""end"":4,""text"":""घटना"",""labels"":[""NOUN""]},{""start"":5,""end"":7,""text"":""यह"",""labels"":[""PRON""]},{""start"":8,""end"":10,""text"":""थी"",""labels"":[""VERB""]},{""start"":11,""end"":13,""text"":""कि"",""labels"":[""CONJ""]},{""start"":14,""end"":16,""text"":""एक"",""labels"":[""DET""]},{""start"":17,""end"":20,""text"":""बार"",""labels"":[""NOUN""]},{""start"":21,""end"":28,""text"":""अमेरिका"",""labels"":[""PROPN""]},{""start"":29,""end"":31,""text"":""के"",""labels"":[""ADJ""]},{""start"":32,""end"":40,""text"":""San Jose"",""labels"":[""PROPN""]},{""start"":41,""end"":44,""text"":""शहर"",""labels"":[""NOUN""]},{""start"":44,""end"":46,""text"":"", "",""labels"":[""X""]},{""start"":46,""end"":50,""text"":""जिसे"",""labels"":[""PRON_WH""]},{""start"":51,""end"":65,""text"":""Technology Hub"",""labels"":[""NOUN""]},{""start"":66,""end"":68,""text"":""के"",""labels"":[""ADP""]},{""start"":69,""end"":72,""text"":""रूप"",""labels"":[""NOUN""]},{""start"":73,""end"":76,""text"":""में"",""labels"":[""ADP""]},{""start"":77,""end"":81,""text"":""जाना"",""labels"":[""VERB""]},{""start"":82,""end"":86,""text"":""जाता"",""labels"":[""VERB""]},{""start"":87,""end"":89,""text"":""है"",""labels"":[""VERB""]},{""start"":89,""end"":90,""text"":""।"",""labels"":[""X""]}]",136.429,"घटना यह थी कि एक बार अमेरिका के San Jose शहर, जिसे Technology Hub के रूप में जाना जाता है।","2025-01-24T19:08:59.449539Z"
79,"1","2025-01-24T19:12:17.130967Z",16,"[{""start"":0,""end"":4,""text"":""अपने"",""labels"":[""PRON""]},{""start"":5,""end"":24,""text"":""professional skills"",""labels"":[""NOUN""]},{""start"":25,""end"":27,""text"":""का"",""labels"":[""ADP""]},{""start"":28,""end"":33,""text"":""उपयोग"",""labels"":[""NOUN""]},{""start"":34,""end"":38,""text"":""करते"",""labels"":[""VERB""]},{""start"":39,""end"":42,""text"":""हुए"",""labels"":[""VERB""]},{""start"":43,""end"":51,""text"":""योगेश जी"",""labels"":[""PROPN""]},{""start"":52,""end"":54,""text"":""और"",""labels"":[""CONJ""]},{""start"":55,""end"":63,""text"":""रजनीश जी"",""labels"":[""PROPN""]},{""start"":64,""end"":66,""text"":""ने"",""labels"":[""ADP""]},{""start"":67,""end"":72,""text"":""मिलकर"",""labels"":[""VERB""]},{""start"":73,""end"":75,""text"":""एक"",""labels"":[""NUM""]},{""start"":76,""end"":89,""text"":""SmartGaon App"",""labels"":[""PROPN""]},{""start"":90,""end"":95,""text"":""तैयार"",""labels"":[""VERB""]},{""start"":96,""end"":100,""text"":""किया"",""labels"":[""VERB""]},{""start"":101,""end"":103,""text"":""है"",""labels"":[""VERB""]},{""start"":103,""end"":104,""text"":""।"",""labels"":[""X""]}]",194.917,"अपने professional skills का उपयोग करते हुए योगेश जी और रजनीश जी ने मिलकर एक SmartGaon App तैयार किया है।","2025-01-24T19:12:17.130983Z"
80,"1","2025-01-24T19:16:23.471029Z",17,"[{""start"":0,""end"":8,""text"":""रायबरेली"",""labels"":[""PROPN""]},{""start"":9,""end"":11,""text"":""के"",""labels"":[""ADJ""]},{""start"":12,""end"":14,""text"":""इस"",""labels"":[""PRON""]},{""start"":15,""end"":19,""text"":""गाँव"",""labels"":[""NOUN""]},{""start"":20,""end"":27,""text"":""तौधकपुर"",""labels"":[""PROPN""]},{""start"":28,""end"":30,""text"":""के"",""labels"":[""ADP""]},{""start"":31,""end"":40,""text"":""निवासियों"",""labels"":[""NOUN""]},{""start"":40,""end"":41,""text"":"","",""labels"":[""X""]},{""start"":42,""end"":54,""text"":""ग्राम-प्रधान"",""labels"":[""NOUN""]},{""start"":54,""end"":55,""text"":"","",""labels"":[""X""]},{""start"":56,""end"":75,""text"":""District Magistrate"",""labels"":[""NOUN""]},{""start"":75,""end"":76,""text"":"","",""labels"":[""X""]},{""start"":77,""end"":80,""text"":""CDO"",""labels"":[""NOUN""]},{""start"":80,""end"":81,""text"":"","",""labels"":[""X""]},{""start"":82,""end"":85,""text"":""सभी"",""labels"":[""DET""]},{""start"":86,""end"":91,""text"":""लोगों"",""labels"":[""NOUN""]},{""start"":92,""end"":94,""text"":""ने"",""labels"":[""ADP""]},{""start"":95,""end"":97,""text"":""इस"",""labels"":[""PRON""]},{""start"":98,""end"":101,""text"":""App"",""labels"":[""PROPN""]},{""start"":102,""end"":104,""text"":""के"",""labels"":[""ADP""]},{""start"":105,""end"":110,""text"":""उपयोग"",""labels"":[""NOUN""]},{""start"":111,""end"":113,""text"":""के"",""labels"":[""ADP""]},{""start"":114,""end"":117,""text"":""लिए"",""labels"":[""ADP""]},{""start"":118,""end"":123,""text"":""लोगों"",""labels"":[""NOUN""]},{""start"":124,""end"":126,""text"":""को"",""labels"":[""ADP""]},{""start"":127,""end"":133,""text"":""जागरूक"",""labels"":[""VERB""]},{""start"":134,""end"":138,""text"":""किया"",""labels"":[""VERB""]},{""start"":138,""end"":139,""text"":""।"",""labels"":[""X""]}]",244.608,"रायबरेली के इस गाँव तौधकपुर के निवासियों, ग्राम-प्रधान, District Magistrate, CDO, सभी लोगों ने इस App के उपयोग के लिए लोगों को जागरूक किया।","2025-01-24T19:16:23.471044Z"
81,"1","2025-01-24T19:18:34.360454Z",18,"[{""start"":116,""end"":119,""text"":""हैं"",""labels"":[""VERB""]},{""start"":119,""end"":120,""text"":""।"",""labels"":[""X""]},{""start"":0,""end"":3,""text"":""तीन"",""labels"":[""NUM""]},{""start"":4,""end"":10,""text"":""बहादुर"",""labels"":[""ADJ""]},{""start"":11,""end"":18,""text"":""महिलाएँ"",""labels"":[""NOUN""]},{""start"":19,""end"":28,""text"":""भावना कंठ"",""labels"":[""PROPN""]},{""start"":28,""end"":29,""text"":"","",""labels"":[""X""]},{""start"":30,""end"":40,""text"":""मोहना सिंह"",""labels"":[""PROPN""]},{""start"":41,""end"":43,""text"":""और"",""labels"":[""CONJ""]},{""start"":44,""end"":58,""text"":""अवनी चतुर्वेदी"",""labels"":[""PROPN""]},{""start"":59,""end"":73,""text"":""Fighter Pilots"",""labels"":[""NOUN""]},{""start"":74,""end"":77,""text"":""बनी"",""labels"":[""VERB""]},{""start"":78,""end"":81,""text"":""हैं"",""labels"":[""VERB""]},{""start"":82,""end"":84,""text"":""और"",""labels"":[""CONJ""]},{""start"":85,""end"":94,""text"":""Sukhoi-30"",""labels"":[""PROPN""]},{""start"":95,""end"":98,""text"":""में"",""labels"":[""ADP""]},{""start"":99,""end"":108,""text"":""प्रशिक्षण"",""labels"":[""VERB""]},{""start"":109,""end"":111,""text"":""ले"",""labels"":[""VERB""]},{""start"":112,""end"":115,""text"":""रही"",""labels"":[""VERB""]}]",129.774,"तीन बहादुर महिलाएँ भावना कंठ, मोहना सिंह और अवनी चतुर्वेदी Fighter Pilots बनी हैं और Sukhoi-30 में प्रशिक्षण ले रही हैं।","2025-01-24T19:18:34.360466Z"
82,"1","2025-01-24T19:21:02.119809Z",19,"[{""start"":0,""end"":4,""text"":""मेरे"",""labels"":[""PRON""]},{""start"":5,""end"":11,""text"":""प्यारे"",""labels"":[""ADJ""]},{""start"":12,""end"":21,""text"":""देशवासियो"",""labels"":[""NOUN""]},{""start"":21,""end"":22,""text"":"","",""labels"":[""X""]},{""start"":23,""end"":33,""text"":""महाराष्ट्र"",""labels"":[""PROPN""]},{""start"":34,""end"":36,""text"":""से"",""labels"":[""ADP""]},{""start"":37,""end"":45,""text"":""श्रीमान्"",""labels"":[""PROPN""]},{""start"":46,""end"":51,""text"":""मंगेश"",""labels"":[""PROPN""]},{""start"":52,""end"":54,""text"":""ने"",""labels"":[""ADP""]},{""start"":55,""end"":79,""text"":""Narendra Modi Mobile App"",""labels"":[""PROPN""]},{""start"":80,""end"":82,""text"":""पर"",""labels"":[""ADP""]},{""start"":83,""end"":85,""text"":""एक"",""labels"":[""DET""]},{""start"":86,""end"":91,""text"":""Photo"",""labels"":[""NOUN""]},{""start"":91,""end"":92,""text"":"","",""labels"":[""X""]},{""start"":93,""end"":98,""text"":""Share"",""labels"":[""NOUN""]},{""start"":99,""end"":101,""text"":""की"",""labels"":[""VERB""]},{""start"":101,""end"":102,""text"":""।"",""labels"":[""X""]}]",146.69,"मेरे प्यारे देशवासियो, महाराष्ट्र से श्रीमान् मंगेश ने Narendra Modi Mobile App पर एक Photo, Share की।","2025-01-24T19:21:02.119824Z"
83,"1","2025-01-24T19:23:45.716230Z",20,"[{""start"":0,""end"":6,""text"":""भाइयों"",""labels"":[""NOUN""]},{""start"":7,""end"":9,""text"":""और"",""labels"":[""CONJ""]},{""start"":10,""end"":15,""text"":""बहनों"",""labels"":[""NOUN""]},{""start"":15,""end"":16,""text"":"","",""labels"":[""X""]},{""start"":17,""end"":21,""text"":""हमने"",""labels"":[""PRON""]},{""start"":22,""end"":28,""text"":""दिखाया"",""labels"":[""VERB""]},{""start"":29,""end"":31,""text"":""है"",""labels"":[""VERB""]},{""start"":32,""end"":34,""text"":""कि"",""labels"":[""CONJ""]},{""start"":35,""end"":51,""text"":""Renewable Energy"",""labels"":[""NOUN""]},{""start"":52,""end"":54,""text"":""के"",""labels"":[""ADP""]},{""start"":55,""end"":60,""text"":""मामले"",""labels"":[""NOUN""]},{""start"":61,""end"":64,""text"":""में"",""labels"":[""ADP""]},{""start"":65,""end"":81,""text"":""Developing World"",""labels"":[""PROPN""]},{""start"":82,""end"":84,""text"":""का"",""labels"":[""ADP""]},{""start"":85,""end"":88,""text"":""कोई"",""labels"":[""DET""]},{""start"":89,""end"":92,""text"":""देश"",""labels"":[""NOUN""]},{""start"":93,""end"":95,""text"":""भी"",""labels"":[""ADV""]},{""start"":96,""end"":100,""text"":""Lead"",""labels"":[""NOUN""]},{""start"":101,""end"":103,""text"":""ले"",""labels"":[""VERB""]},{""start"":104,""end"":108,""text"":""सकता"",""labels"":[""VERB""]},{""start"":109,""end"":111,""text"":""है"",""labels"":[""VERB""]},{""start"":111,""end"":112,""text"":""।"",""labels"":[""X""]}]",162.623,"भाइयों और बहनों, हमने दिखाया है कि Renewable Energy के मामले में Developing World का कोई देश भी Lead ले सकता है।","2025-01-24T19:23:45.716247Z"
